"REGION","employee_type","Industry_type","monthlyORhourly","skill_type","gender","Age","yrs_of_Exp","tax_grade","no_of_child","job","rank","education","employment_type","salary_type","weekly_work_hour","yearly_income","paid_holiday_days","number_of_employee","male_percent","female_percent"
2,1,4,1,2,1,51,3,3,0,20,2,2,2,1,40,14313,30,56,61.9,38.1
2,2,9,NA,7,2,36,5,NA,0,14,4,2,1,NA,38.5,24454,30,4,24.2,75.8
1,2,5,NA,8,2,45,1,1,0,13,4,2,1,NA,40,25922,19,4,91.7,8.3
1,2,9,NA,5,1,30,1,NA,0,14,4,6,1,NA,40,53514,30,5,58.2,41.8
1,2,2,NA,5,2,57,1,4,0,10,4,2,1,NA,40,1,13,2,59.3,40.7
1,2,2,NA,4,1,43,8,1,0,16,4,2,1,NA,35,61944,30,3,80.3,19.7
1,1,5,1,0,2,52,2,NA,0,19,8,7,1,1,8.8,3653,23,3,7.2,92.8
2,1,7,2,1,1,41,2,NA,0,11,2,2,1,NA,43.75,18017,21,2,97.6,2.4
1,1,2,1,NA,1,17,2,1,0,20,0,1,4,1,35,9699,30,6,79.4,20.6
1,1,6,1,2,2,36,8,NA,0,19,2,2,1,NA,40,19015,36,2,26.3,73.7
1,1,2,2,3,2,48,1,NA,0,19,8,7,2,1,10,1,14,4,37.5,62.5
1,2,9,NA,8,1,35,15,NA,0,8,4,2,1,NA,40,29460,26,4,68.6,31.4
1,1,7,2,1,1,32,2,NA,0,10,9,2,1,NA,20,23738,27,6,90.5,9.5
1,2,3,NA,6,1,57,33,3,0,3,3,2,1,NA,38.5,47084,31,4,61.8,38.2
1,2,2,NA,5,1,55,29,3,0,7,4,5,1,NA,35,60682,30,6,82,18
1,2,2,NA,NA,1,17,2,1,0,14,0,1,4,NA,35,8800,30,2,80,20
1,2,5,NA,5,1,39,2,3,2,13,4,6,1,NA,40,84000,30,6,71.4,28.6
2,2,5,NA,6,1,34,1,4,1,17,4,2,1,NA,37.5,1,12,2,45.7,54.3
2,1,9,2,3,2,39,1,NA,0,19,8,7,1,NA,7.25,1,28,4,22.7,77.3
2,2,2,NA,7,2,49,9,4,0,14,4,2,1,NA,36,29415,30,4,95,5
1,2,9,NA,5,1,33,3,NA,0,13,4,6,1,NA,38.5,52105,30,5,77.3,22.7
1,2,2,NA,5,1,56,28,3,0,8,4,2,1,NA,40,55723,30,4,87.6,12.4
1,1,7,1,2,1,40,2,NA,0,11,1,5,1,NA,48.5,32083,30,2,75.7,24.3
2,2,2,NA,8,2,30,6,5,0,14,9,2,1,NA,30,7860,25,4,63.7,36.3
1,2,5,NA,8,2,58,6,1,0,9,4,1,1,NA,37,24839,30,3,38.8,61.2
1,2,9,NA,7,2,33,2,NA,0,14,4,6,1,NA,38.5,30983,30,4,56.5,43.5
2,1,2,1,1,1,43,10,4,0,4,2,2,1,1,40,29029,30,4,69,31
1,2,4,NA,8,2,46,3,1,0,14,4,2,1,NA,38.5,22548,30,4,86.3,13.7
1,1,7,1,2,1,40,23,NA,0,13,2,2,1,NA,38.5,34027,30,5,49.2,50.8
1,1,2,2,3,2,33,12,4,1,10,1,2,2,3,40,18630,30,5,52.1,47.9
1,1,7,1,0,1,42,5,NA,0,19,2,2,1,NA,38,27026,28,5,38.7,61.3
1,2,2,NA,5,1,38,1,3,1,11,4,2,1,NA,37,1,23,4,83.9,16.1
2,1,9,2,2,2,46,1,NA,0,19,9,7,2,NA,20,1,26,3,52.1,47.9
1,1,3,1,1,1,32,13,3,2,19,2,2,1,1,37.5,45202,33,6,84.8,15.2
1,2,1,NA,6,1,42,2,3,0,14,4,2,1,NA,37,33859,27,4,56.8,43.2
1,2,2,NA,5,1,60,13,3,0,9,4,7,1,NA,40,81844,30,4,78.9,21.1
1,1,7,1,1,1,58,22,NA,0,10,1,2,1,NA,38.5,28553,28,6,88.7,11.3
2,2,2,NA,6,1,31,3,NA,0,13,4,2,1,NA,40,50814,30,2,75,25
2,1,9,2,3,2,53,1,NA,0,19,8,2,1,NA,6,1,NA,4,7.5,92.5
2,2,1,NA,8,2,22,4,5,0,9,9,2,1,NA,30,10628,25,56,19.2,80.8
1,2,8,NA,6,1,46,4,4,2,10,4,6,1,NA,38,42083,30,4,46.2,53.8
1,2,2,NA,6,2,34,1,3,2,8,4,5,1,NA,35,1,20,5,67.7,32.3
2,1,2,2,2,1,37,4,1,0,20,2,2,1,1,38,20995,30,4,78.3,21.7
2,1,4,2,0,1,38,10,4,2,5,3,2,1,1,39,42795,30,2,93.2,6.8
1,1,7,1,2,1,35,2,NA,0,11,1,2,2,NA,38.5,21890,29,2,91.8,8.2
1,2,2,NA,7,2,34,2,5,0,16,4,2,1,NA,40,20746,30,3,89.1,10.9
1,1,2,2,1,1,31,10,3,1,6,1,2,1,1,35,42726,30,6,64.6,35.4
1,2,2,NA,5,1,37,8,1,0,13,4,6,1,NA,40,1,30,6,78.2,21.8
2,2,1,NA,8,2,29,4,2,0.5,14,9,2,1,NA,30,9901,21,2,66.7,33.3
1,1,2,2,3,1,27,2,1,0,10,1,1,1,1,40,22452,30,2,92.7,7.3
2,2,2,NA,7,2,47,9,3,0,13,4,2,1,NA,40,28816,30,3,50.6,49.4
1,2,2,NA,7,2,40,2,3,0.5,14,4,2,1,NA,40,27324,30,3,51.7,48.3
1,1,2,1,3,1,26,4,1,0,20,1,2,1,2,35,32823,18,6,92,8
1,1,2,1,0,1,52,2,3,0,14,2,2,1,1,37.5,31127,30,5,97.9,2.1
1,2,9,NA,4,2,41,10,NA,0,12,4,2,1,NA,40,84000,30,2,66.7,33.3
1,1,2,1,2,2,43,22,5,0,6,9,2,1,3,18.6,17168,30,6,89.3,10.7
1,2,9,NA,6,2,35,3,NA,0,14,9,2,1,NA,25,3865,30,2,88.6,11.4
1,2,2,NA,6,1,43,2,3,0,9,4,7,1,NA,40,43555,30,2,82.6,17.4
1,1,4,1,2,1,29,2,1,0,5,2,7,1,1,39,1,26,2,92.7,7.3
1,2,2,NA,6,1,55,25,3,0,8,4,2,1,NA,35,84000,30,5,59.7,40.3
1,1,7,2,1,1,43,10,NA,0,11,2,2,1,NA,38,36976,32,5,89.7,10.3
1,2,9,NA,6,1,39,1,NA,0,13,4,6,1,NA,37.5,1,29,3,54.2,45.8
1,1,9,2,1,1,25,5,NA,0,7,2,2,1,NA,40,25229,24,5,91.2,8.8
1,2,9,NA,6,1,39,6,NA,0,8,4,2,1,NA,38,42462,30,3,87.3,12.7
1,2,9,NA,7,1,56,15,NA,0,14,4,2,1,NA,41,31872,30,4,54.1,45.9
2,1,7,1,2,2,32,1,NA,0,10,1,2,1,NA,39.75,1,26,2,73.7,26.3
1,2,8,NA,7,2,28,5,4,0,14,4,2,1,NA,40,33438,30,3,34.4,65.6
1,2,8,NA,4,1,39,19,3,3,10,4,2,1,NA,39,76009,37,5,44.3,55.7
1,2,2,NA,5,1,45,20,3,0,8,4,4,1,NA,40,84000,30,6,88.7,11.3
1,2,2,NA,5,2,31,8,5,0,13,4,2,1,NA,42.5,32330,28,4,68.2,31.8
1,2,9,NA,9,2,35,10,NA,0,14,4,7,1,NA,38,18281,23,6,3.4,96.6
1,2,2,NA,5,2,52,11,4,0,14,4,2,1,NA,35,55135,30,3,90.6,9.4
1,1,6,1,3,2,20,1,NA,0,19,8,7,2,NA,0,1,NA,2,51.5,48.5
1,1,7,1,3,1,60,1,NA,0,11,8,7,1,NA,10,1,30,3,94.4,5.6
1,1,4,2,1,2,31,9,1,0,3,1,1,1,5,35,33776,30,6,54.1,45.9
1,1,2,2,1,1,37,15,3,1,11,2,2,1,2,40,35496,30,4,93,7
1,1,1,2,2,1,29,9,1,0,10,2,2,1,2,40,27586,30,4,76.3,23.7
1,1,2,2,3,2,36,3,NA,0,20,8,7,1,1,14,3743,25,2,31.4,68.6
1,1,2,2,2,1,38,20,1,0.5,10,9,2,1,2,28,22476,30,6,46.9,53.1
1,2,7,NA,5,1,47,4,NA,0,9,4,2,1,NA,38,63933,30,3,79.1,20.9
1,2,2,NA,7,2,56,37,3,0,14,9,2,1,NA,24.5,26503,30,4,85.4,14.6
1,2,2,NA,7,1,40,4,1,1,14,4,2,1,NA,38,37071,30,2,80.6,19.4
1,2,9,NA,5,1,32,6,NA,0,7,4,5,1,NA,37.5,39037,30,6,90.8,9.2
1,2,9,NA,5,2,34,2,NA,0,16,4,7,1,NA,38.5,51180,24,2,46.3,53.7
1,1,6,2,0,1,24,2,NA,0,10,8,7,1,NA,0,3951,NA,3,60,40
1,1,2,2,3,2,60,3,4,0,10,8,2,1,4,6,3111,4,4,45.1,54.9
2,2,9,NA,NA,1,22,2,NA,0,14,0,3,4,NA,37,8101,30,56,44.6,55.4
1,2,3,NA,7,1,37,16,4,0,11,4,2,1,NA,38.5,25603,29,6,80.1,19.9
1,2,2,NA,6,1,35,3,1,0,13,4,2,1,NA,36,49297,30,4,77.4,22.6
1,1,2,2,1,1,53,2,3,0,15,1,1,1,1,40,24990,22,4,23.2,76.8
1,1,4,1,3,2,60,30,1,0,19,9,7,1,1,26,13458,30,2,92.5,7.5
1,2,2,NA,7,2,37,18,4,2,14,4,2,1,NA,35,39489,30,5,65.9,34.1
2,2,8,NA,8,2,29,11,1,0,10,4,2,1,NA,40,24518,26,56,22.7,77.3
2,1,2,2,0,1,50,30,4,0,8,3,2,1,1,39,27174,30,56,87,13
1,1,2,1,1,1,26,4,1,0,20,2,2,1,1,35,72973,30,6,89.7,10.3
1,1,2,2,3,2,31,8,5,0,3,9,1,1,5,25,11279,30,5,56.2,43.8
1,2,5,NA,5,1,43,29,3,2,14,4,2,1,NA,36.5,42800,30,4,82.9,17.1
1,2,7,NA,6,1,22,1,NA,0,13,4,7,1,NA,40,1,29,4,71.5,28.5
1,2,1,NA,NA,2,17,3,1,0,14,0,1,4,NA,37,8759,30,2,32.4,67.6
1,2,5,NA,5,1,35,1,1,0,14,4,4,2,NA,38.5,1,30,2,57.4,42.6
1,2,5,NA,6,1,31,11,1,0,13,4,2,1,NA,38,30325,30,2,74.5,25.5
1,1,2,1,2,1,36,21,3,2,3,1,1,1,3,35,29962,30,6,86.4,13.6
1,1,9,1,3,1,24,1,NA,0,19,1,1,2,NA,39,1,18,6,17,83
1,2,2,NA,5,2,54,28,4,0,14,9,2,1,NA,19,37075,30,2,86.9,13.1
1,2,5,NA,5,1,41,11,4,0,8,4,2,1,NA,35,57306,30,2,89.2,10.8
2,2,2,NA,7,1,46,3,1,0,10,4,7,1,NA,40,26235,30,2,93,7
2,2,7,NA,5,1,41,16,NA,0,8,4,5,1,NA,38,51770,30,56,32,68
1,2,2,NA,7,1,37,14,4,0,14,4,4,1,NA,37.5,38296,30,6,54.9,45.1
1,2,3,NA,7,1,48,5,1,0,8,4,2,1,NA,38.5,33641,30,3,78.8,21.2
2,2,2,NA,7,1,37,9,4,2,14,9,7,1,NA,30,42995,30,56,78.3,21.7
1,1,2,2,2,2,44,1,5,0,10,1,1,2,1,35,1,20,4,61.4,38.6
1,2,8,NA,8,1,54,26,4,0.5,14,4,2,1,NA,36,38009,30,4,34.1,65.9
1,2,9,NA,9,2,36,4,NA,0,14,8,2,1,NA,18,3170,30,2,76.5,23.5
1,1,3,1,2,2,59,9,5,0,10,9,2,1,1,19.25,5166,12,2,70.2,29.8
2,2,5,NA,7,2,35,2,2,0.5,14,9,2,1,NA,30,11233,30,2,65,35
1,1,2,1,2,1,24,6,3,1,20,1,7,1,1,36,1,30,6,94.5,5.5
2,1,4,1,1,1,49,6,4,0,20,1,1,1,1,40,35018,25,4,98.3,1.7
1,2,2,NA,6,1,42,22,3,2,8,3,2,1,NA,38,77094,32,6,95,5
1,2,9,NA,8,2,49,6,NA,0,14,9,2,1,NA,20,12312,30,3,92.9,7.1
1,1,5,1,2,1,39,11,3,1,10,1,2,1,5,38.5,28311,30,5,83.1,16.9
1,2,2,NA,7,1,60,33,3,0,13,4,2,1,NA,37.5,32472,30,6,80.6,19.4
1,2,2,NA,5,1,45,17,4,1,14,4,2,1,NA,35,53102,30,6,84.2,15.8
1,1,2,2,3,1,24,4,1,0,20,2,2,1,1,40,20081,24,2,80,20
1,2,6,NA,8,2,44,24,NA,0,13,4,2,1,NA,38.75,22032,30,4,58.8,41.2
2,1,1,2,1,2,42,2,4,0,4,2,2,1,2,40,15530,24,4,33.1,66.9
1,2,9,NA,8,2,24,4,NA,0,14,4,2,1,NA,40,20145,27,2,27.3,72.7
2,2,7,NA,8,2,26,2,NA,0,14,4,7,1,NA,40,20680,29,3,53.5,46.5
1,2,8,NA,8,2,25,3,1,0,14,4,7,1,NA,40,24217,30,4,73.4,26.6
1,2,9,NA,5,1,38,14,NA,0,10,4,6,1,NA,40,84000,28,6,75,25
1,1,9,1,2,1,21,1,NA,0,11,1,1,1,NA,40,1,12,6,79.5,20.5
1,2,4,NA,9,1,45,5,3,0,14,4,7,1,NA,37.5,18407,24,2,96.6,3.4
2,2,6,NA,7,1,30,1,NA,0,19,4,2,1,NA,40,1,25,2,32.3,67.7
1,2,9,NA,6,2,52,16,NA,0,14,4,2,1,NA,40,40024,30,2,82.9,17.1
1,1,9,1,3,2,60,3,NA,0,19,8,1,1,NA,0,3413,30,5,21.8,78.2
1,1,4,2,1,1,42,11,1,0.5,5,2,7,1,1,39,29236,30,2,93.4,6.6
1,2,8,NA,8,1,33,9,3,1,14,4,2,1,NA,39,41583,30,6,43.5,56.5
1,2,9,NA,5,1,41,2,NA,0,18,4,6,2,NA,38.5,52340,31,4,75.8,24.2
1,2,1,NA,7,2,40,17,1,0,14,4,4,1,NA,37,32841,30,4,31,69
1,2,1,NA,8,2,51,2,5,0,9,9,2,1,NA,19.7,9380,24,3,22.8,77.2
1,1,2,2,2,1,42,2,3,2,11,1,1,1,1,39,1,23,3,94.8,5.2
1,1,2,1,1,1,50,1,1,0,8,2,2,1,1,40,1,30,2,88.9,11.1
1,1,2,1,2,1,23,7,1,0,3,2,2,1,1,37.5,25561,30,6,83.5,16.5
1,1,2,1,2,1,41,16,3,1,20,1,1,1,2,35,33065,31,6,97.7,2.3
1,1,9,1,3,2,43,4,NA,0,19,1,1,1,NA,37,15465,30,5,44.8,55.2
1,2,1,NA,7,2,41,7,5,0,14,4,2,1,NA,39,32811,30,2,75.7,24.3
1,1,7,2,2,1,39,2,NA,0,11,1,1,1,NA,37.5,20834,22,3,76.5,23.5
1,2,7,NA,NA,2,22,3,NA,0,20,0,3,4,NA,40,5195,24,3,22.2,77.8
1,1,2,1,3,2,31,7,4,0,10,1,1,1,1,35,1,30,4,40.2,59.8
1,2,5,NA,7,1,58,22,3,0,9,4,2,1,NA,37.5,74146,30,3,92.7,7.3
2,2,2,NA,7,1,38,2,4,1,9,4,2,1,NA,40,15339,24,2,83.3,16.7
1,2,9,NA,5,1,33,4,NA,0,18,9,6,2,NA,19.25,24444,20,5,46.2,53.8
2,2,5,NA,6,2,41,6,5,0,9,9,7,1,NA,20,11755,30,2,39,61
1,1,2,1,2,1,38,17,3,2,2,1,1,1,1,37.5,41840,30,6,86.1,13.9
2,1,3,1,1,1,41,27,1,0.5,20,2,2,1,1,38,28367,30,3,64.5,35.5
2,2,4,NA,5,1,53,7,3,1,14,4,6,1,NA,39,47330,30,3,91.5,8.5
1,1,9,2,3,1,23,1,NA,0,20,1,1,1,NA,35,1,30,4,74.4,25.6
2,1,1,1,NA,1,17,1,1,0,8,0,1,4,1,40,1,10,56,30.3,69.7
1,2,2,NA,5,2,47,9,1,0,12,4,2,1,NA,40,47776,30,4,77.6,22.4
1,2,2,NA,4,2,49,17,3,0,14,4,2,1,NA,40,53379,30,2,82.1,17.9
1,2,2,NA,7,1,33,4,4,0,7,4,6,1,NA,37.5,50910,30,4,82.1,17.9
1,2,2,NA,6,1,38,17,3,2,8,4,2,1,NA,36,1,30,5,73.8,26.2
1,2,2,NA,NA,1,18,2,1,0,8,0,1,4,NA,40,7045,30,4,74.6,25.4
1,2,2,NA,5,2,31,1,1,0,14,4,4,1,NA,38,1,25,6,73.8,26.2
1,2,2,NA,5,1,39,12,3,2,7,4,5,1,NA,35,62096,30,6,81.8,18.2
2,1,2,2,0,1,40,11,1,0,20,1,2,1,5,38,32450,30,56,49.7,50.3
2,2,8,NA,7,2,38,11,1,0,10,4,6,1,NA,40,43119,31,56,20.4,79.6
1,1,7,2,3,1,35,13,NA,0,10,1,2,1,NA,39,24133,30,6,53.9,46.1
1,1,2,1,2,1,50,12,2,1,3,1,1,1,1,35,24573,30,6,77.3,22.7
1,2,2,NA,6,1,35,13,1,0,16,4,4,1,NA,36.5,60882,33,5,49.4,50.6
2,2,5,NA,8,2,43,8,4,0,9,4,7,1,NA,38,24066,30,2,47.1,52.9
1,1,4,2,2,1,34,3,1,0,20,1,2,1,1,35,14603,24,5,65.9,34.1
1,1,2,2,2,1,34,13,1,0,10,2,2,1,1,40,24762,30,3,88,12
2,1,6,1,3,2,52,4,NA,0,19,9,7,1,NA,30,10392,25,4,35.3,64.7
1,1,1,1,1,2,51,18,4,1,6,1,2,1,1,39,23956,30,6,47.5,52.5
1,1,9,1,3,1,41,5,NA,0,19,1,7,1,NA,39,23351,28,6,14.8,85.2
1,1,2,1,2,1,22,1,1,0,10,1,1,1,2,35,1,25,6,79.6,20.4
1,1,2,1,1,1,53,26,3,0,10,1,2,1,1,38,32408,32,6,88.6,11.4
2,1,7,1,2,2,40,24,NA,0,11,9,2,1,NA,20,14274,30,3,6.8,93.2
1,2,2,NA,5,1,53,28,4,0,7,4,5,1,NA,39,37782,30,4,67,33
1,2,5,NA,5,1,32,2,4,0,8,4,2,1,NA,40,48405,30,3,85.1,14.9
1,2,5,NA,4,1,34,8,1,0,9,4,2,1,NA,37.5,63963,30,6,75.2,24.8
1,2,7,NA,6,1,60,18,NA,0,14,4,2,1,NA,38.5,46243,38,2,75,25
2,2,8,NA,4,1,42,11,3,1,12,4,2,1,NA,39,84000,30,4,25.8,74.2
1,2,3,NA,5,1,50,12,3,0,8,4,2,1,NA,35,42477,30,6,84.1,15.9
1,1,7,1,3,1,34,2,NA,0,10,9,7,1,NA,30,23984,29,2,84.4,15.6
1,2,3,NA,7,1,38,17,2,0.5,8,3,2,1,NA,38,51148,30,3,72.7,27.3
2,1,2,1,2,2,50,1,5,0,3,1,2,2,1,36,4270,8,56,50.7,49.3
1,2,8,NA,5,1,52,36,3,0,10,4,2,1,NA,38,65077,30,6,47,53
1,1,2,2,1,1,22,6,1,0,3,2,2,1,1,37,30319,30,2,87.7,12.3
1,2,5,NA,9,2,60,6,1,0,9,8,7,1,NA,11,3865,30,4,7.8,92.2
1,1,2,2,3,2,40,12,5,0,20,9,1,1,1,23.75,12116,30,2,87.5,12.5
1,1,9,2,3,1,58,2,NA,0,15,8,7,2,NA,3.3,1208,2,5,76,24
1,1,5,1,3,1,39,10,3,2,10,1,2,1,1,37.5,33184,30,6,64.1,35.9
2,1,2,1,2,1,32,17,3,1,15,1,2,1,1,45,32269,30,56,82.3,17.7
1,2,8,NA,5,1,29,12,4,0,10,4,2,1,NA,38.5,41121,26,6,45.1,54.9
2,2,9,NA,NA,2,21,3,NA,0,14,0,3,4,NA,39,8590,30,56,41,59
2,1,2,2,1,1,57,34,4,0,20,2,2,1,3,39,33199,30,56,84.5,15.5
1,1,9,2,3,2,41,2,NA,0,19,8,7,1,NA,17.5,6745,30,5,7.8,92.2
1,2,2,NA,8,2,35,1,5,0,14,4,2,1,NA,38.5,22897,30,4,80.2,19.8
1,2,1,NA,NA,2,20,2,5,0,14,0,1,4,NA,37,8713,30,4,32.7,67.3
2,2,9,NA,7,1,28,4,NA,0,9,4,2,1,NA,40,37640,30,2,42.6,57.4
2,1,1,1,0,2,23,3,1,0,9,9,2,1,1,30,14112,24,3,39.6,60.4
1,2,2,NA,6,1,56,27,3,0,8,4,2,1,NA,35,59915,30,5,87.9,12.1
1,2,2,NA,5,1,57,22,1,0,9,4,2,1,NA,35,63543,30,6,86.5,13.5
1,1,2,2,1,1,53,23,3,0,3,2,2,1,2,35,44886,35,6,91.9,8.1
1,1,9,2,3,1,48,3,NA,0,3,2,2,1,NA,37.5,20342,24,6,96.2,3.8
1,2,8,NA,7,1,38,5,3,2,10,4,2,1,NA,38.5,35066,30,6,37.4,62.6
1,1,2,1,2,2,30,4,4,2,3,1,1,1,2,38.7,29387,30,5,72.2,27.8
1,2,8,NA,6,2,45,3,4,4,14,4,2,1,NA,39,34014,30,4,53.2,46.8
1,2,2,NA,5,2,40,10,5,0,14,9,2,1,NA,22.5,21004,30,2,81.6,18.4
2,1,2,2,3,1,42,7,1,0,20,1,4,1,5,39,21976,30,2,94.1,5.9
1,2,5,NA,5,2,29,2,1,0,14,4,5,1,NA,40,25698,30,2,66.6,33.4
1,2,9,NA,5,1,38,4,NA,0,13,4,4,1,NA,40,54595,30,6,68.3,31.7
2,2,8,NA,6,2,27,12,4,1,10,4,2,1,NA,40,31561,26,56,29.1,70.9
1,2,1,NA,7,2,58,34,3,0,13,4,2,1,NA,38,38551,30,2,81.1,18.9
1,2,2,NA,5,1,32,3,3,1,7,4,6,1,NA,40,54406,30,2,86.4,13.6
1,2,7,NA,6,2,60,2,NA,0,15,8,2,2,NA,8,3180,NA,4,41.6,58.4
1,1,4,2,NA,1,22,1,1,0,13,0,3,4,1,40,5210,28,3,86.8,13.2
1,1,7,2,1,1,46,23,NA,0,10,1,2,1,NA,39,34043,30,6,87.6,12.4
1,2,9,NA,5,1,57,3,NA,0,7,4,6,1,NA,40,80327,32,6,73.4,26.6
1,2,2,NA,7,2,52,11,4,0,13,9,2,1,NA,25,35053,30,2,87.2,12.8
1,2,2,NA,5,2,38,13,4,0,14,9,4,1,NA,20,18596,30,3,55.4,44.6
1,2,5,NA,8,2,32,7,1,0,14,4,2,1,NA,37,24120,30,6,42.9,57.1
1,1,2,2,1,1,44,3,1,0.5,3,2,2,1,1,38.5,23436,30,4,94.4,5.6
1,1,9,1,3,2,47,3,NA,0,19,8,7,1,NA,6.5,3559,12,5,48.9,51.1
1,2,9,NA,6,1,28,2,NA,0,13,4,5,1,NA,40,64528,30,3,69.9,30.1
1,2,4,NA,9,2,31,2,5,0,14,8,4,1,NA,10,3844,30,2,96.5,3.5
1,2,9,NA,8,1,23,2,NA,0,13,0,3,4,NA,40,7301,30,2,63.4,36.6
1,2,2,NA,7,1,41,18,3,3,8,4,2,1,NA,37.5,47433,30,6,87.8,12.2
1,1,9,1,3,2,60,2,NA,0,19,8,1,1,NA,17.5,7331,30,6,23.7,76.3
1,2,8,NA,7,1,24,5,1,0,10,4,4,1,NA,39,30900,30,5,32.5,67.5
1,2,7,NA,5,1,40,12,NA,0,14,4,2,1,NA,39,9809,30,3,87,13
2,2,5,NA,8,2,46,8,3,1,14,9,2,1,NA,25,15831,30,2,48.6,51.4
1,2,9,NA,9,2,37,2,NA,0,11,4,7,1,NA,35,16211,25,3,40,60
1,1,2,1,2,1,20,1,1,0,3,2,2,2,4,35,1,8,6,91,9
1,1,2,1,1,1,43,13,1,0,2,2,2,1,3,35,35916,30,6,97,3
1,1,2,2,1,1,44,8,1,0,11,2,2,1,1,40,36272,30,2,94.1,5.9
1,2,5,NA,7,1,52,27,4,0,13,4,2,1,NA,38.5,32809,30,4,33.3,66.7
1,1,7,2,3,2,39,1,NA,0,10,8,7,1,NA,10,1,6,6,40,60
1,2,5,NA,5,2,58,36,1,0,12,4,2,1,NA,38.5,55478,30,4,77.4,22.6
1,1,9,2,3,2,49,3,NA,0,19,8,7,1,NA,15,6098,30,4,6.1,93.9
1,1,9,2,1,1,22,1,NA,0,19,2,2,1,NA,39,1,20,3,19.7,80.3
1,2,8,NA,7,1,26,3,1,0,10,4,4,1,NA,39,54723,30,6,85.7,14.3
1,1,9,1,2,2,48,8,NA,0,19,2,2,1,NA,39,17531,30,4,12.5,87.5
1,1,1,2,3,2,17,1,1,0,20,1,7,1,2,39,1,10,6,47.8,52.2
1,1,9,2,1,2,55,2,NA,0,19,8,7,1,NA,7.5,2982,30,6,8.2,91.8
1,2,2,NA,8,1,50,23,4,1,8,4,2,1,NA,40,44126,30,6,75.2,24.8
1,1,5,1,3,2,50,12,NA,0,20,8,1,1,1,9.73,3530,30,2,53.8,46.2
1,2,7,NA,8,1,36,2,NA,0,11,4,2,1,NA,38.5,28615,30,6,92,8
1,1,2,2,2,1,24,2,1,0,20,2,2,1,1,35,27830,30,5,88.8,11.2
1,2,7,NA,6,2,49,8,NA,0,8,4,2,1,NA,38.5,33831,30,3,26.7,73.3
2,1,7,1,1,1,54,28,NA,0,11,2,2,1,NA,40,36082,32,56,87.8,12.2
2,2,7,NA,9,2,36,2,NA,0,14,4,2,1,NA,38.5,23115,30,56,47.5,52.5
1,1,9,1,3,2,44,6,NA,0,2,1,1,1,NA,35,32226,30,6,67.2,32.8
1,1,2,1,0,1,36,7,3,3,2,2,2,1,1,38.5,46624,30,4,69.5,30.5
1,1,7,1,2,1,28,1,NA,0,15,2,2,1,NA,38.5,1,26,2,76.7,23.3
1,2,9,NA,5,1,58,30,NA,0,7,4,5,1,NA,38.5,51785,30,6,73.2,26.8
2,1,9,2,3,1,53,1,NA,0,19,8,7,1,NA,0,1,NA,2,20,80
1,1,5,1,2,2,33,13,4,0,10,9,2,1,1,30,24923,30,6,59.4,40.6
1,2,9,NA,7,2,33,2,NA,0,7,4,6,1,NA,36,57179,30,5,89.2,10.8
1,2,2,NA,8,2,44,12,4,2,14,4,2,1,NA,35,25025,30,6,58.1,41.9
1,2,8,NA,5,1,40,17,3,3,10,4,2,1,NA,38,48296,30,6,54.2,45.8
2,2,9,NA,6,2,44,12,NA,0,14,4,2,1,NA,40,32978,30,4,57.7,42.3
2,1,1,2,3,1,41,4,1,1,10,1,1,1,1,40,13579,24,2,44.1,55.9
1,2,5,NA,9,2,40,15,NA,0,18,9,6,1,NA,18,19595,15,6,80.1,19.9
2,1,2,2,2,2,49,25,4,0,10,2,2,1,3,39,25129,28,4,63.4,36.6
1,2,2,NA,7,1,31,4,1,0,8,4,5,1,NA,38.75,43856,30,6,79.7,20.3
1,2,2,NA,6,1,59,25,3,1,8,3,4,1,NA,38,47235,30,5,79,21
1,2,2,NA,NA,2,19,1,1,0,14,0,3,4,NA,38,1,13,4,93.7,6.3
1,2,5,NA,NA,1,23,2,1,0,9,0,3,4,NA,38.5,7633,20,6,65.6,34.4
1,2,4,NA,9,2,58,15,4,0,14,8,2,1,NA,9,3927,15,3,50,50
2,1,7,1,2,1,49,22,NA,0,11,2,2,1,NA,38.5,21465,29,56,74.9,25.1
1,2,9,NA,8,2,24,2,NA,0,13,4,2,1,NA,40,21014,30,5,71.1,28.9
1,1,7,2,3,1,57,3,NA,0,11,8,7,1,NA,10,3078,30,3,93.7,6.3
1,1,4,2,1,1,47,5,5,0,5,2,7,1,1,40,22354,23,2,94.1,5.9
1,2,4,NA,5,1,60,35,1,0,8,3,2,1,NA,37,53241,31,6,74.5,25.5
1,2,4,NA,5,1,50,4,3,1,8,3,7,1,NA,39,47404,30,4,86.9,13.1
2,1,2,2,0,1,47,22,3,1,20,3,2,1,2,40,25829,29,56,87.7,12.3
1,2,9,NA,7,2,48,1,NA,0,13,4,7,2,NA,40,12642,15,5,34.6,65.4
1,2,7,NA,7,2,46,3,NA,0,14,9,2,1,NA,22.5,14363,26,4,61.9,38.1
1,2,2,NA,7,2,59,12,3,0,14,4,2,1,NA,37.5,48048,30,5,84.1,15.9
1,2,7,NA,5,1,33,4,NA,0,14,4,2,1,NA,38,66640,30,6,86.4,13.6
2,2,2,NA,NA,1,17,1,1,0,3,0,1,4,NA,38,1,10,56,90.9,9.1
1,2,9,NA,7,2,22,3,NA,0,17,4,2,1,NA,38.5,28763,26,4,18.9,81.1
